NRIC,researcher_name,sector,salary,degree
F1273372G,Dewey Branchaud,Agricultural,8015,Non-degree
F1120413P,Mary Treat,Agricultural,8263,Post-grad
T1203074M,Eugene Russell,Healthcare,7490,Bachelors
G0405285M,James Pry,Agricultural,10155,Masters
G0519801O,Keith Smith,Aerospace,6231,Masters
F8842712T,Eldora Henshaw,Engineering,11499,Masters
S9370214C,Bonnie Penna,Engineering,5203,Post-grad
T4055073R,Elsie Wilcox,Aerospace,8372,Masters
S3524415M,Amy Delossantos,Healthcare,6288,Bachelors
F6593722H,Max Johnson,Engineering,8841,Non-degree
T7498884S,Eliza Heffernan,Engineering,7968,Post-grad
F6127083X,Nicole Strand,Healthcare,11777,Bachelors
T2595435R,Gladys Funston,Agricultural,9558,Bachelors
S7625059Z,Chester Bower,Aerospace,6156,Non-degree
S9029122E,David Luskey,Engineering,8541,PhD
F9293069F,Cindy Laudenslager,Aerospace,9407,Post-grad
T9630953F,Wayne Alva,Agricultural,10316,Post-grad
S5368136Z,Vera Garcia,Healthcare,6437,Bachelors
S0617814T,David Bollman,Healthcare,10620,Post-grad
F9765805D,Diana Marietta,Agricultural,7039,Post-grad
F8756829C,Vickie Schofield,Engineering,9585,Non-degree
F0951135S,Timothy Gilbert,Aerospace,4689,Masters
S4572172Z,Roberto Kidd,Agricultural,9040,Post-grad
G2845769W,Kirsten Cardenas,Aerospace,11724,PhD
S1318179K,Donna Reynolds,Engineering,10903,PhD
F3350129H,Edward Cahill,Healthcare,7593,Non-degree
F1528141D,Frank Mesa,Healthcare,10060,Bachelors
F2783193Y,Terry Peloquin,Aerospace,8854,Bachelors
G5817085O,Edward Blackburn,Healthcare,10127,Masters
S1122598L,Aron Pinto,Aerospace,5058,PhD
S8398315A,Antonio Kernan,Aerospace,7836,Non-degree
G2023577B,Ruth Martin,Healthcare,8325,Non-degree
G3278194F,Jodi Marrero,Engineering,7451,Post-grad
T6301511Q,Jenise Watanabe,Healthcare,9547,Bachelors
F5089564M,Margaret Bradford,Aerospace,8093,Masters
S8033649W,Bridget Shurtliff,Aerospace,10936,PhD
F5626795P,Raymond Brooks,Engineering,11979,Non-degree
S3046440C,Marjorie Richburg,Agricultural,5420,Masters
F9135924G,Juan Wheeler,Agricultural,8515,Non-degree
T0874628S,Meredith Engstrom,Engineering,8575,Masters
F8251385H,Daisy Nolan,Healthcare,4687,Post-grad
F7194416E,Tina Clark,Engineering,9101,PhD
T2787932C,Daniel Ray,Engineering,6754,Post-grad
F6557438D,Joyce Chang,Agricultural,8378,Non-degree
G0024801H,Damon Blevins,Engineering,7752,PhD
S4202054H,James James,Aerospace,10705,Non-degree
F9693914D,Richard Manser,Agricultural,7535,Masters
S7132204Y,James Kennedy,Agricultural,7165,Non-degree
G3462758V,Laurence Montes,Agricultural,5175,Masters
T4835387P,Marty Haddad,Engineering,11698,PhD
F2534573Y,Ralph Sutton,Agricultural,4716,Post-grad
T3211421Z,Willie Woods,Aerospace,10926,Bachelors
G3671790J,Rodney Fowler,Agricultural,6628,Bachelors
G7961960C,Thomas Dorland,Agricultural,11795,Post-grad
F2401895V,Benjamin Harwood,Aerospace,5159,PhD
T6310240V,Cedric Kassner,Healthcare,9380,Bachelors
T0317275L,Larry Goldizen,Healthcare,9033,Bachelors
F6876459P,Jackie Brandes,Healthcare,5941,Masters
T9335390T,John Smith,Healthcare,7934,Masters
S5968330C,Thomas Orozco,Healthcare,8815,Non-degree
T9510465E,Daryl Brannon,Agricultural,5749,PhD
S4914687L,Tony Sharp,Agricultural,7822,Non-degree
F7137932W,Gary Halverson,Aerospace,6153,Non-degree
S9005366A,Jennifer King,Aerospace,6946,Masters
T5014659B,Marla Johnson,Aerospace,10870,PhD
T3265367P,Gina Bale,Agricultural,10389,Post-grad
F6969954U,Linda Dipiano,Healthcare,7802,PhD
F8717661N,John Marchman,Agricultural,9786,Masters
G0896118S,Linda Locke,Healthcare,4528,Masters
G6332131J,Nancy Warner,Healthcare,10478,PhD
T4814862E,Leone Sanders,Engineering,8591,Non-degree
G1285857F,Lynne Mcfarlin,Aerospace,9883,Non-degree
G3295482E,Richard Tabisula,Aerospace,6626,Bachelors
G9087897L,Jeffrey Vasquez,Agricultural,7285,Bachelors
T3834514O,Andrea Rawlings,Agricultural,9066,Bachelors
G7878779O,Charles Brubaker,Agricultural,7623,PhD
G0207423G,Ernestina Murphy,Engineering,4074,PhD
G8492513J,Stanley Lopez,Agricultural,9364,Masters
G7061017F,Jane Davis,Engineering,10013,Non-degree
T7816586X,Sarah Olofson,Agricultural,7006,PhD
F0645960Q,Kristle Sturgill,Engineering,4337,Non-degree
T7559586G,Michael Laughman,Agricultural,11304,Masters
G5049659U,Mary Jones,Engineering,7846,Bachelors
G6344094L,Samantha Burney,Agricultural,10997,Masters
G8974575G,Kimberly Hogan,Agricultural,5544,Post-grad
S7471477T,Roberto White,Agricultural,6350,Bachelors
T7822450K,Therese Numbers,Aerospace,5777,Post-grad
G7886120P,Craig Rios,Healthcare,8771,Masters
F9304018A,Nathan Gilbert,Agricultural,9329,Masters
G6209662O,Sierra Evans,Engineering,10957,Non-degree
F4976503I,Wanda Mills,Aerospace,9147,Non-degree
G0422108O,Sally Silverthorn,Engineering,8201,Non-degree
G0171787A,George Wallace,Healthcare,6679,Bachelors
F5740706U,Jeffery Oathout,Agricultural,4765,PhD
G8155073Z,Jerry Blair,Aerospace,7327,Non-degree
T4925289Z,Robert Mccarthy,Engineering,10158,Post-grad
S1620909O,Harry Gass,Agricultural,7133,Bachelors
F5757828D,Van Jordan,Agricultural,4702,Bachelors
F5414168T,Juan Christiansen,Healthcare,5407,Post-grad
S4774417T,Mary Perez,Agricultural,8917,PhD
T8797914L,Thomas Scott,Engineering,6638,Post-grad
F0471602Q,Ilse Craft,Agricultural,10444,Bachelors
F3690249G,Barbara Hanson,Healthcare,8255,Bachelors
T4637824T,Jessica Allen,Healthcare,10680,PhD
F7615112H,Travis Alexander,Agricultural,8983,Post-grad
F5540073H,Pedro Balowski,Healthcare,11153,Bachelors
S5144362A,Tara Lacour,Healthcare,5175,Non-degree
S8370053A,Christopher Byer,Agricultural,7961,Non-degree
G3549828Z,Carol Macdonald,Agricultural,6970,Masters
F4480307E,Jennifer Sanchez,Aerospace,10745,PhD
F8270752W,Heather Hensley,Aerospace,11120,Non-degree
G4134686Y,Raleigh Townson,Aerospace,7900,Non-degree
T4725064K,Deborah Smith,Healthcare,6322,Bachelors
F8181742O,Erick Ray,Engineering,8308,Bachelors
S1067722J,Elena Roten,Aerospace,4709,Masters
S6765928O,Anna Hollingsworth,Aerospace,7452,PhD
S1280452N,Albert John,Engineering,8188,PhD
T2334482X,David Hagins,Aerospace,6370,Non-degree
S6408177P,Angel Bryant,Aerospace,11070,Masters
S7516902W,Jose Stafford,Healthcare,8821,Non-degree
T1326555A,Zoraida Nichols,Aerospace,7722,Non-degree
S5974815W,Barbara Ramos,Aerospace,11884,PhD
S9669605N,Arturo Pate,Aerospace,11189,Post-grad
G4144179H,Elizabeth Volkman,Healthcare,9461,PhD
F6640187K,Brian Robles,Aerospace,4990,Masters
T8802435W,Roger Garrett,Engineering,8871,PhD
S7600738X,Calvin Salazar,Agricultural,11542,Bachelors
T5962944B,Adrian Romriell,Engineering,7023,Post-grad
T6228340V,Jorge Schooler,Healthcare,6706,Bachelors
F5394592E,Christian Estes,Aerospace,4943,Post-grad
F6179745K,Helene Williams,Engineering,7864,Bachelors
S4364574H,Antonio Mcanulty,Engineering,4146,Non-degree
G3654093B,Linda Gallegos,Healthcare,8188,Post-grad
T9145445U,Juanita Krigbaum,Healthcare,6691,Masters
S8844005V,Dorothy Watts,Healthcare,10852,Post-grad
F5438919Y,Darrell Raymond,Agricultural,9637,Masters
F1386359P,Caroline Cunningham,Healthcare,10061,Masters
S2079043O,Neil Wilkinson,Engineering,8686,Bachelors
F8121945S,Wendy Pastorin,Engineering,8930,Post-grad
F9987481S,Dixie Johnson,Agricultural,10115,Post-grad
S9204068K,Randal Manfred,Healthcare,7078,PhD
S0995282C,Donald Hadley,Aerospace,4940,Non-degree
S5647548Y,Jeff Horner,Agricultural,6302,Bachelors
T5002274Z,Fred Atkins,Aerospace,11040,PhD
F9572578G,Candice Almonte,Agricultural,9269,Non-degree
G4341744N,Ann Huneycutt,Engineering,5161,Post-grad
T9014967S,Jennifer Brook,Aerospace,5387,Non-degree
S7583719V,Jeanna Turbacuski,Engineering,4276,PhD
T0363287W,Paul Spence,Engineering,11330,Non-degree
T7931784D,John Lock,Healthcare,11051,Post-grad
S2309765Y,Robert Hooper,Engineering,7248,Post-grad
F0079393F,Jamie Russell,Engineering,8978,PhD
T6439839Q,Audrey Nixon,Agricultural,10558,Masters
S6335687P,Daniel Aguilar,Aerospace,8675,Masters
G0053632H,Deborah Thomas,Engineering,10112,PhD
T0237850A,Michael Veach,Aerospace,10738,PhD
F7634285W,Timothy Smith,Engineering,10358,PhD
G0672652G,Delois Klaus,Engineering,4656,Bachelors
S0015574B,Zachary White,Healthcare,11593,Non-degree
S9318758I,Gregory Rollin,Engineering,5469,PhD
S9263262X,Charlie Pitts,Healthcare,8848,Masters
G0649046R,Nakesha Seegmiller,Aerospace,11249,Masters
F5105659V,Bernard Gaston,Agricultural,8167,PhD
G7932241B,Lee Collins,Aerospace,7690,Non-degree
S2617189T,Joe Dayton,Engineering,4053,Bachelors
S9876534V,Colette Mazur,Agricultural,4465,Masters
S8231961T,Nellie Nolan,Engineering,10060,Non-degree
T9346604N,Heather Knight,Aerospace,11526,Masters
G9940305G,Bonny Rice,Engineering,5707,Masters
S0702783W,Jack Marquez,Engineering,9358,PhD
S3016256K,James Edwards,Engineering,5245,Bachelors
G6099171E,Robert Dale,Engineering,9875,PhD
F8633694Q,Sheena Burks,Healthcare,11362,Masters
S5586389E,Monica Laxton,Agricultural,7191,Masters
T0929531E,Joan Dye,Aerospace,5755,Bachelors
T3118430Y,Paula Kessler,Agricultural,4563,PhD
G3369326K,Concetta Galvin,Healthcare,9671,Post-grad
G8219433S,Betty Shaw,Aerospace,9836,PhD
G4384282L,Amal Sanford,Agricultural,9898,Bachelors
T5546465O,Mark Loftus,Healthcare,9890,Bachelors
T4877610W,Troy Parker,Aerospace,8578,Masters
G0544596Z,Billie Jones,Agricultural,8222,Post-grad
T0343759C,Carol Solinski,Healthcare,7038,Post-grad
F5791832I,Bruce Blenman,Engineering,10069,Non-degree
F8168646G,Janie Carter,Agricultural,6561,Post-grad
G6706449T,Barbara White,Engineering,4673,Bachelors
T0970929P,Teodoro Thomas,Agricultural,11256,PhD
S4325488O,Don Marriner,Agricultural,7992,Masters
G1857825C,Michele Keeton,Healthcare,11565,Post-grad
S6591696N,Marty Lawson,Agricultural,9000,Masters
S5097730N,Noe Ford,Engineering,6731,Masters
T6248204L,Andrea Sanchez,Engineering,6601,Post-grad
T2931392G,Phillip Gentry,Aerospace,11799,Masters
T7471292A,Michael Wallin,Agricultural,4247,PhD
T8293895O,Dave Mcpeake,Agricultural,7263,PhD
G9096304M,Lucia Morales,Agricultural,7997,Post-grad
F8614364I,Kenneth Stump,Aerospace,7503,Non-degree
S6557794K,Michael Mccoy,Aerospace,5500,Non-degree
S6765060I,Veronica Scott,Engineering,9686,Masters
F2296242J,Ann Debellis,Agricultural,5787,Masters
T8878995W,Sarah Simple,Healthcare,5457,Non-degree
G0311701Y,Rickey Pearson,Healthcare,7590,Masters
G9870932A,Edward Brown,Aerospace,7427,Post-grad
G4917433T,Rose Flowers,Aerospace,7922,Post-grad
T1824924V,Timothy Wallace,Healthcare,7277,Masters
G7826557V,John Verduzco,Healthcare,9729,Post-grad
F1374811T,Diane Lofton,Healthcare,6079,Post-grad
G0617102U,Josephine Braam,Aerospace,7902,Post-grad
G1986742N,Mary White,Agricultural,11613,Post-grad
S3886927X,Andy Nquyen,Healthcare,10693,Masters
G0175009N,Richard Crisci,Healthcare,4939,Post-grad
S0937969N,Simon Trusty,Aerospace,7070,Non-degree
T7007953B,James Newton,Agricultural,5429,Post-grad
S7062095Z,Danny Daniel,Engineering,8375,Non-degree
T6086214H,Brian Sutton,Aerospace,5774,Bachelors
F0456042G,Floyd Imbert,Aerospace,4742,Masters
T8340080X,Latonya Lamontagne,Agricultural,11032,Post-grad
G4032503Y,Jason Paul,Healthcare,11385,Post-grad
G3192782X,Carl Dobratz,Healthcare,8519,PhD
F9729683H,John Bridges,Engineering,5271,Post-grad
F1746671L,George Hunley,Healthcare,6784,Non-degree
G7814704V,Janet Dunn,Engineering,4303,Bachelors
S4956989H,Ryan Edwards,Healthcare,10488,PhD
G0493749W,Alan Lowery,Aerospace,4375,Post-grad
F1231908J,Chris Ellinger,Engineering,5108,Non-degree
G3463834W,Dorothy Wakefield,Aerospace,6577,Non-degree
F8048148A,Ruben Choate,Engineering,6802,Masters
G4523959P,Pat Glover,Engineering,8180,Post-grad
G9695748N,George Sarro,Aerospace,5403,Masters
G4726133N,Linda Millsap,Healthcare,7947,Masters
G6035435C,Ruby Elumbaugh,Aerospace,11547,Non-degree
T8514943P,Ronald Whittenberg,Healthcare,6399,Bachelors
G3579090A,Patrick Booth,Engineering,10499,Bachelors
G5222664V,David Kraus,Agricultural,6796,Bachelors
F8054233C,Jessica Imel,Engineering,8486,Non-degree
G2343508D,Dawn Ramirez,Healthcare,11577,Non-degree
T4831238A,Margaret Raub,Healthcare,9665,Post-grad
F5187323E,David Mills,Aerospace,10125,Post-grad
S8837204M,Donald Roche,Aerospace,4642,Masters
S2242495G,Everett Anklam,Aerospace,10380,Post-grad
G0146474G,Myrtle Warner,Engineering,8451,Masters
T8946527E,Joseph Lusk,Aerospace,11851,Bachelors
F8256083C,Ivan Callihan,Aerospace,10584,Bachelors
F4274740X,Brandon Ochinang,Aerospace,5306,Post-grad
G4207499V,Leticia Celestine,Agricultural,9127,Non-degree
S1563940Z,Alice Padel,Engineering,11413,Bachelors
T7299514J,Lowell Latsko,Aerospace,10805,PhD
F8808844M,Charles Worley,Engineering,11497,Masters
S1442057A,Wendy Smith,Agricultural,6289,Bachelors
G4459792E,Tracy Ochoa,Agricultural,5514,PhD
S1226178I,Nancy Anderson,Aerospace,6663,PhD
S6799929T,Joseph Franck,Healthcare,7560,Masters
S9922850X,John Plyler,Agricultural,9033,Post-grad
T9894828D,Dennis Bennett,Aerospace,5565,Masters
G3361979O,Tamara Brereton,Engineering,10660,Post-grad
G8620077D,Kevin Platter,Engineering,9082,Post-grad
S2910441K,Christine Sykes,Aerospace,6989,Bachelors
S7091160I,Randy Wilczynski,Healthcare,10869,PhD
F8810493N,Bradford Tegeler,Agricultural,8837,Bachelors
G7016930V,Walter Combs,Aerospace,4867,Masters
S3876798X,Nikki Turk,Healthcare,10088,Masters
G9448815S,Ryan Lakin,Aerospace,9240,Masters
S2200084S,Omer Walsh,Engineering,6051,Non-degree
S7679988D,Valerie Smith,Healthcare,6352,Masters
S8126106K,John Ballinger,Engineering,10469,PhD
F9151875I,Juan Roy,Agricultural,6492,Post-grad
S3760215B,Paul Massey,Agricultural,5591,Non-degree
F7988241P,Leonard Fant,Agricultural,7171,PhD
T9589871P,Michael Amabile,Aerospace,4394,Non-degree
F9162873I,Ana Harris,Aerospace,6352,Masters
G8922495C,Carleen Locke,Healthcare,10933,Non-degree
F4353281X,Cynthia Motta,Agricultural,4712,Masters
F3422482M,Tonya Malady,Aerospace,9669,Post-grad
T4257031E,Charlene Bryant,Agricultural,7791,Non-degree
S6752337D,Sarah Hampton,Engineering,7505,PhD
S5722154B,Julie Vaughn,Agricultural,8940,PhD
T4190641K,Roland Frizzell,Aerospace,8491,PhD
T3831208H,Kim Jacobs,Engineering,11914,Non-degree
G4636420Q,Keisha Glantz,Agricultural,8906,Masters
S1006704V,Angel Clayton,Agricultural,5451,Masters
S9524709F,Ramon Phillips,Aerospace,7138,PhD
T8055069M,Pamela Fonville,Healthcare,4035,PhD
G9439543B,John Ave,Aerospace,10085,Bachelors
F2830744N,Victoria Jackson,Engineering,8029,Non-degree
G1009304O,Kristi Gordon,Engineering,10734,PhD
F7991979M,Rickey Fremont,Aerospace,8697,Post-grad
F0382560D,Lee Bramlett,Aerospace,4381,Non-degree
S3373293B,Dorothy Burch,Healthcare,9603,Non-degree
F4643530W,Marie Coe,Healthcare,11775,PhD
S3804986E,Teresa Swenson,Aerospace,6676,Masters
G2001521I,Garland Wilson,Aerospace,10198,Non-degree
S2375227C,Ann Gardner,Agricultural,10852,Bachelors
G3770398U,Ruben Dollar,Engineering,7338,Bachelors
G4758134K,Patricia Haywood,Healthcare,8430,Masters
F0827265O,Kathleen Pilbin,Healthcare,7237,PhD
S0190950H,Joyce Livingston,Engineering,10369,Masters
T1719725W,Mark Nixon,Aerospace,7639,Masters
G4501565N,Victor Zanola,Engineering,4959,Masters
G0823540T,Benjamin Thornton,Agricultural,6486,Post-grad
S1075334W,Elisha Rader,Aerospace,4027,Post-grad
F5406088R,Howard Shipman,Healthcare,11885,Non-degree
T6289550S,Gertrude Ortega,Aerospace,6863,Masters
T5670071J,Jessica Moore,Agricultural,9015,Bachelors
T9582717S,Sandra Herman,Agricultural,11456,PhD
F6395570D,Michael Bell,Healthcare,5949,Bachelors
T5471997C,Debra Mcculley,Engineering,11572,Masters
S0498189R,Thomas Peterson,Engineering,7825,Non-degree
F3827513C,Marlene Ginsburg,Agricultural,9191,Non-degree
F5357173D,Agustin Trujillo,Agricultural,7132,Non-degree
T4741919A,Timothy Barber,Aerospace,6545,Post-grad
F5070994I,Thomas Dalton,Engineering,10717,Post-grad
F3880686Q,Ashley Kato,Engineering,6062,Masters
F6919137B,Melissa Monson,Healthcare,6594,Post-grad
G7504575K,Richard Aldrich,Healthcare,6617,Bachelors
F1352773Z,Bernard Mcnease,Aerospace,7862,Post-grad
F5297697B,Christopher Rastorfer,Aerospace,8067,Masters
G0793950R,Valentin Fridman,Agricultural,11486,Masters
T7682868Q,Chad Richardson,Healthcare,6847,PhD
S6029470P,William Bailey,Engineering,4300,Bachelors
S2528709C,Timothy Coulter,Aerospace,9694,Non-degree
T4666017C,Debbie Murray,Healthcare,8566,Bachelors
T2246811M,Carol Bowman,Healthcare,7472,Post-grad
G6464862Z,Cathy Wissmann,Healthcare,6934,Bachelors
S1905931G,Christopher Smith,Healthcare,4266,Non-degree
F7533471I,Sheila Harrison,Healthcare,4172,PhD
G4879756X,Janet Guzman,Engineering,11273,PhD
S8938896M,Freddy Ortega,Healthcare,5045,PhD
G6706690C,David Rivera,Healthcare,11428,Non-degree
F1605082B,Joseph Schulte,Agricultural,5905,Post-grad
F1529587R,Michael Jim,Engineering,6707,Bachelors
G9390191W,Leonard Banks,Engineering,11637,Masters
F0247975F,James Rendon,Agricultural,6054,Non-degree
F3682002M,Thomas Cocklin,Engineering,9100,Post-grad
F6679902D,Shelly Mcgee,Engineering,9418,Post-grad
T3362880F,Lucille Koch,Agricultural,11352,Masters
S1509169J,Lawrence Gregory,Aerospace,4282,Masters
S0632567X,Anthony Lackey,Agricultural,5331,Bachelors
S8354222N,Clara Brown,Agricultural,8133,PhD
F6106189G,Larry Mclawhorn,Healthcare,7552,PhD
F5047019H,Linda Douglas,Aerospace,11796,Masters
T1544580H,John Gil,Engineering,6756,Masters
S1607434Y,Marcus Williams,Agricultural,6399,Non-degree
F2484980Y,Barbara Singley,Agricultural,8972,Masters
T6342250V,Steve Browning,Engineering,11147,Bachelors
F8684049Q,Steven Stickley,Agricultural,5158,Bachelors
T3235138M,Bertha Boothe,Healthcare,11066,Post-grad
F5008536K,Donald Warner,Agricultural,11781,Masters
S4688262D,Cynthia Wiford,Engineering,4388,Bachelors
T1328741U,Enid Priester,Engineering,11041,PhD
S1671222W,Louisa Vosburg,Agricultural,4188,Bachelors
S7882878Z,Gerald Davis,Aerospace,9449,PhD
T8145275P,Gilbert Stone,Engineering,4389,Post-grad
G4967529H,Katrina Edgar,Agricultural,6373,Non-degree
S3757627N,Eugene Reed,Aerospace,9460,Bachelors
T4292954R,Duane Theriault,Healthcare,8805,Post-grad
G3920392M,Chance Goto,Agricultural,9040,PhD
S4286288D,Deborah Nightingale,Agricultural,11772,Bachelors
G3391088N,Carolyn Aguilar,Healthcare,8035,Non-degree
T6447461Z,Mike Lamb,Agricultural,5501,Post-grad
F2988228W,Tony Southerland,Healthcare,10171,Bachelors
G2671724A,Erna Cooper,Agricultural,5089,Post-grad
T5178724D,Mary Hollander,Agricultural,11711,Masters
G0591956H,Sharell Nieto,Agricultural,11994,PhD
S5257672P,Keisha White,Agricultural,5815,Masters
T0060143Q,James Bigelow,Engineering,11182,Masters
T0602579H,Henry Cook,Agricultural,10218,Bachelors
G4010973P,Earl Minder,Healthcare,7483,Bachelors
T2497352C,Calvin Dunn,Engineering,9046,Non-degree
F7029339U,Reba Simmons,Agricultural,4893,PhD
F7812342B,Lois Blaylock,Healthcare,10203,Post-grad
G0113872V,Megan Banks,Healthcare,6377,Masters
G4572138U,Michael Elkins,Aerospace,6773,Non-degree
F9288551S,Sylvia Maslow,Healthcare,6623,Post-grad
S6942382U,David Foreman,Agricultural,7209,Masters
S6924850H,Deborah Abreu,Engineering,6505,Bachelors
G3292057J,Lori Mcclurkin,Engineering,4558,Bachelors
F0397596K,Kevin Do,Aerospace,6950,Non-degree
T6290785X,Kam Younce,Aerospace,9425,Masters
T5095512D,Erwin Talley,Healthcare,9611,Post-grad
T8065887X,Claude Cardin,Agricultural,6157,Masters
F4690753B,Brittany Allred,Aerospace,6883,Non-degree
G2313797S,Courtney Wu,Agricultural,4459,Bachelors
T3483437Z,Debra Sherman,Healthcare,4218,Bachelors
S1103345I,Kirsten Mandeville,Healthcare,9181,PhD
G2044374I,Tracey Smith,Healthcare,8466,Bachelors
G7664625O,Caroline Whitaker,Agricultural,9817,PhD
G6931705I,Aaron Marshall,Agricultural,7358,Post-grad
T0908085W,Tracy Hampton,Aerospace,5371,Non-degree
F4301280N,Michael Forster,Engineering,4696,PhD
S2795532K,Charles Smith,Healthcare,9162,Post-grad
T6783596Q,Carrie Schweitzer,Engineering,8597,Post-grad
S8579899F,Carl Cagle,Healthcare,5890,Masters
G1258219Z,Howard Senz,Healthcare,10727,Post-grad
T5810958X,Traci Labbe,Engineering,4975,PhD
T9186943H,Dionne Puig,Agricultural,8795,PhD
F0053434N,James Boyer,Agricultural,4695,Bachelors
S0011861W,Jin Abrams,Engineering,8227,PhD
T1818231K,Kenneth Fleming,Engineering,5523,PhD
F1377719Q,Patti Sutton,Engineering,10442,Non-degree
T5440658T,Marion Kruger,Agricultural,9413,Bachelors
S0689826J,John Keaton,Healthcare,7452,Masters
G1630117Z,Daniel Bennett,Healthcare,9979,Bachelors
F2597516D,Diana Trahan,Engineering,9167,PhD
G4895811S,Jim Hatfield,Engineering,4385,Masters
S6173217W,Kimberly Schmitt,Agricultural,11979,PhD
T7801407P,Ann Taylor,Aerospace,9048,Bachelors
S3102812Y,Lisa Jaskolski,Aerospace,4678,Post-grad
T7855089H,David Gil,Healthcare,11737,PhD
G3708635Y,Johnnie Bambenek,Healthcare,4523,Non-degree
S2465269Y,Brian Shetler,Aerospace,7829,Masters
T8471050E,Ashley Kyle,Agricultural,11562,Post-grad
G5507546C,Lilia Smith,Engineering,6027,Masters
G4072378R,Abigail Sullivan,Agricultural,11080,PhD
G1715107P,Susan Guevara,Engineering,10342,PhD
F7712818C,Rachel Brown,Aerospace,8972,PhD
F0404312B,Todd Rice,Engineering,5611,Masters
F7833762Q,David Underwood,Healthcare,6527,Bachelors
S0308049D,Darren Gutierrez,Aerospace,6307,Bachelors
T6917415Y,Patricia Boone,Engineering,4632,Non-degree
T8530650Y,Shelly Bergmark,Engineering,4968,PhD
G4577169C,Jeanette Collier,Aerospace,5945,PhD
F3618455H,Helen Myers,Aerospace,11248,Non-degree
F6272543I,Daniel Presley,Healthcare,7367,Non-degree
G7109979C,Shane Woolverton,Agricultural,7794,Post-grad
S2747473L,Mary Liles,Aerospace,7875,Bachelors
S7113065K,Bobby Philo,Agricultural,4560,Masters
T4541315V,Lois Covington,Aerospace,11567,Non-degree
S1074941L,Cynthia Redfield,Aerospace,9535,Bachelors
F6239045L,Phillip Dyer,Agricultural,10991,PhD
G0286669P,Jessica Clark,Agricultural,6271,PhD
S1645986R,Vicki Hancock,Aerospace,4082,Bachelors
F2476808T,Tiffany Guss,Aerospace,6234,Post-grad
F8369729N,Neva Rosen,Agricultural,9668,Non-degree
S1008919T,Maria Driskell,Aerospace,4294,Masters
G5260112N,Kevin Davis,Healthcare,11176,Bachelors
S4935511Q,Aaron Perkins,Engineering,4136,Bachelors
F5446707E,James Robbins,Agricultural,10569,PhD
F1285524E,Robert Fernandez,Engineering,7359,Bachelors
G3592820N,Harrison Person,Engineering,5834,Non-degree
T6629702Y,Barbara Halpern,Healthcare,8063,Bachelors
S4140417O,Matthew Gulley,Agricultural,5912,Non-degree
G4806728O,Patricia Long,Healthcare,6096,PhD
T1012677C,John Conley,Aerospace,5416,Masters
T5540991A,Theresa Gustafson,Engineering,8834,PhD
S3058928E,Robert Moses,Healthcare,7065,Non-degree
T2932785B,Maria Hayashi,Agricultural,8087,Masters
G8046624L,Joseph Mcandrew,Agricultural,8018,Bachelors
G6221132J,Titus Johnson,Engineering,8793,PhD
T6263166B,Veronica Chandler,Healthcare,8975,Masters
T9857575H,Bonnie Johnson,Agricultural,6685,Bachelors
T3481926N,Mirna Martin,Aerospace,8615,Masters
S6142755I,Tony Huddleston,Aerospace,7646,PhD
S2877512N,Helen Walker,Healthcare,11348,Post-grad
F8809648Q,Alice Williams,Engineering,4468,Masters
S2969079P,Denise Costello,Agricultural,7772,Post-grad
S0167297A,James Upchurch,Healthcare,6188,Masters
T2593699U,Jason Sena,Agricultural,5547,Post-grad
S6928622E,Gregory Fields,Aerospace,10700,Masters
F8605499U,Linda Miller,Aerospace,10149,PhD
S0868454F,Rebecca Roloff,Aerospace,6089,PhD
S3190203Z,Charles Dalton,Agricultural,10870,Bachelors
S8718616Q,Donna Robinson,Aerospace,5216,Bachelors
S4213040P,Joaquin Jackson,Healthcare,10723,Post-grad
G3546239A,Delfina Harris,Aerospace,9129,Masters
F8178997L,Karen Erickson,Engineering,7993,Masters
T8133952S,Billie Sheldon,Engineering,9059,Masters
F7880406X,Karen Green,Engineering,6613,Masters
F0362320F,Elizabeth Merrick,Engineering,9296,Bachelors
F4269240D,Sarah Savage,Agricultural,10701,PhD
S4864560A,Christine Wiggins,Healthcare,4208,Bachelors
G2822359W,Ralph Ferguson,Aerospace,8928,Masters
T6456007A,Sharon Porter,Aerospace,7979,PhD
G1589299I,Alvin Labeau,Aerospace,8105,Non-degree
G2039832F,Michael Tegeler,Agricultural,5361,Non-degree
G5294188A,Andrea Rivers,Healthcare,8708,Masters
F1578803L,Hazel Roberts,Healthcare,8422,Non-degree
T7776768T,Sharon Hines,Healthcare,11413,Non-degree
T5686490O,Doris Brewer,Healthcare,11802,Post-grad
S5061990M,Norman Heard,Healthcare,9974,Non-degree
T0652269O,Louis Rucker,Engineering,8029,Non-degree
S1567254Y,William Finch,Aerospace,5747,Bachelors
T5391462O,Thomas Mills,Healthcare,4689,Post-grad
T8823057A,Anthony Jones,Engineering,7943,Post-grad
T5995756E,Teresa Hobgood,Engineering,10748,Bachelors
T8227510R,Patricia Cate,Engineering,4337,Non-degree
S9002994T,Tessa Wilborn,Agricultural,9194,Non-degree
T1498722W,Clarence Weiner,Engineering,9402,Non-degree
S7737463M,Antoine Garcia,Healthcare,4657,PhD
G6720909Y,Zana Scott,Agricultural,4741,Non-degree
S9521781G,Joseph Wallace,Healthcare,5079,Masters
F8065699C,Catherine Howell,Healthcare,4014,Masters
S0844822M,Wilbur Morton,Agricultural,9479,PhD
