NRIC,researcher_name,sector,income,degree
T5975083M,Margaret Hutchinson,Agricultural,4268,PhD
S6432706V,Wilbur Ross,Aerospace,3872,Non-degree
G6356516K,Danny Branum,Agricultural,3387,Post-grad
G0617345N,Elmira Swanson,Agricultural,3394,PhD
F3730113G,Matthew Huynh,Healthcare,4819,Post-grad
T6784977K,Carolina Faust,Healthcare,9186,Bachelors
F0605278V,Jean Edwards,Engineering,5733,Post-grad
F3763390M,Randall Hunter,Engineering,7302,Bachelors
T3008801S,Dixie Ijames,Aerospace,8778,Masters
T5378804J,Juan Phelps,Engineering,3766,PhD
S1761290I,Michelle Madden,Healthcare,3825,Non-degree
T6105319Q,Delia Sippel,Agricultural,3402,Masters
T0082217H,Luis Roussos,Healthcare,5410,Post-grad
F6865384C,Tara Evans,Agricultural,5731,Non-degree
T7678219A,Christine Mcneely,Engineering,4692,Non-degree
F3606504H,Dorothy Thompson,Engineering,6360,Non-degree
T3885221K,Douglas Yau,Healthcare,5070,PhD
G1627579V,Mary Guthrie,Aerospace,6813,PhD
T3795592Q,Sean Barkley,Agricultural,3507,Bachelors
G9071755K,Betty Delancey,Agricultural,6307,PhD
F0067045Y,Sandra Stout,Healthcare,5317,Bachelors
T7884234A,Elizabeth Macomber,Aerospace,3286,Non-degree
S1471497G,David Garcia,Engineering,4012,Masters
S5742568M,Betsy Michl,Aerospace,5943,PhD
F7813909H,Kimberly Liscomb,Engineering,6877,Bachelors
S0982329C,Don Johnson,Aerospace,5731,Post-grad
S1959063Q,Kelly Quinlivan,Agricultural,7650,PhD
G6721037J,Tiffany Thrill,Aerospace,5783,Non-degree
F4673640C,Paul Cameron,Engineering,3451,Non-degree
F3341949O,Walter Addy,Agricultural,5203,Bachelors
T1789550C,Zachary Powers,Aerospace,6545,Non-degree
G4522914X,Robert Wyatt,Agricultural,4264,Bachelors
F4950985Q,Michael Smith,Agricultural,6497,PhD
F4679088U,Suzanne Sanchez,Healthcare,8422,Post-grad
T5439360E,Christopher Garcia,Agricultural,3158,Non-degree
T6121970F,Antonio Walker,Agricultural,12581,Masters
T7068034Y,Cristina Baginski,Healthcare,4770,Bachelors
G2342260K,Joan Lewis,Aerospace,3594,Non-degree
S4948228Y,Katrina Ferrara,Aerospace,5179,Masters
S4405349V,Karol Elder,Engineering,10135,Post-grad
S8694601G,Lauren Mcguigan,Healthcare,3913,Masters
F3474430Q,Brian Harding,Aerospace,11004,Masters
T7181193H,Lee Granados,Aerospace,6910,Bachelors
S1799097H,Michael Dunn,Engineering,3295,Non-degree
S7720831I,Billy Polaco,Engineering,3860,Masters
T3260041S,Edith Logan,Engineering,4383,PhD
T6418479O,Darla Hayes,Agricultural,6087,PhD
G4977649T,Tommy Hill,Agricultural,3236,PhD
T6954044L,Velma Kretschmer,Agricultural,6487,Post-grad
F5174414W,Angela Pacheco,Aerospace,4093,Bachelors
G2757713M,Tanya Tunis,Agricultural,3382,PhD
F0278436I,Tori Yon,Aerospace,5896,Bachelors
T2593135A,Dolores Richard,Aerospace,7655,PhD
F7642123F,Juanita Ogle,Aerospace,5426,Post-grad
S7046957L,Grant Heinrich,Aerospace,4831,Masters
F5405482T,Joy Cooper,Agricultural,5844,Post-grad
G2508981L,Amanda Tilly,Aerospace,12445,Bachelors
F7268233S,Henry Eubanks,Agricultural,9522,PhD
F8750372R,Larry Coleman,Engineering,5848,Non-degree
S8874912X,Tammy Martinez,Engineering,3570,Post-grad
G6499751A,Edward Bradley,Healthcare,6368,Non-degree
F8281208O,Moshe Sinotte,Agricultural,3787,Masters
S8673269O,Denise Weaver,Agricultural,6510,Bachelors
T9684575P,Angela Morgan,Aerospace,7044,Bachelors
F0772478Z,Jose Linton,Agricultural,4591,Bachelors
S4574738F,Romana Thomas,Healthcare,8659,Masters
T1154280D,Coleen Dyson,Aerospace,4697,PhD
T3926407K,Ronald Williams,Aerospace,5285,PhD
T8967317T,Travis Munos,Engineering,4448,Non-degree
T2674054I,Norma Holmes,Engineering,5693,Masters
F6058029Y,James Parnell,Engineering,3355,Masters
T4152534S,Nora Stamper,Aerospace,5732,Non-degree
G4189831X,Lorenza Culp,Engineering,6298,Post-grad
G3908111Z,Alva Trice,Agricultural,7807,Post-grad
S4436290H,Crystal Owen,Healthcare,4214,Post-grad
G5303097W,Allison Rasmussen,Healthcare,3672,PhD
T0587566V,Suzanne Welsh,Engineering,4392,Masters
F3622813R,Teresa Roby,Healthcare,9055,Post-grad
F9728961W,Zachary Gilbert,Aerospace,3321,Post-grad
S2088359R,Robert Pelt,Aerospace,5580,Non-degree
F4374136B,James Parker,Agricultural,4149,PhD
S1493572M,Rachael Ferrell,Healthcare,6828,PhD
T0345272Q,Felisha Gullixson,Engineering,3517,Bachelors
T7746979N,Nathaniel Rivers,Aerospace,8071,PhD
S3848142G,Ben Clark,Agricultural,3228,Bachelors
T4702335A,James Telschow,Aerospace,3326,Bachelors
S3161327O,John Bradley,Engineering,9273,PhD
G0438305Q,Charles Mabery,Agricultural,4492,Non-degree
G5892700C,Charles Hopper,Agricultural,5703,Bachelors
S2332963L,Anna Tays,Engineering,11451,Post-grad
F9092313J,Henry Richards,Agricultural,5050,Post-grad
T6606452Y,Frances Chung,Healthcare,3566,Post-grad
G3645155J,Jennifer Wright,Aerospace,3537,PhD
T7959301M,Edward Lopez,Aerospace,3236,PhD
S6399973B,Sandra Manning,Aerospace,4575,PhD
T4547847Q,Janet Miners,Engineering,5623,Masters
F5186368Q,David Roman,Agricultural,4213,Post-grad
G0550688F,Terry Bey,Healthcare,3957,Bachelors
S6286763U,Willie Gilliland,Agricultural,12388,PhD
F5979151U,Brigette William,Agricultural,4485,Bachelors
F4223449Q,Myron Gibbs,Agricultural,7902,Bachelors
G2883134K,George Doucett,Aerospace,6057,Masters
T2346264O,Richard Specht,Aerospace,6284,PhD
T9544854E,Krystal Davis,Healthcare,7680,Bachelors
F2533335D,Margaret Martinez,Agricultural,5171,Masters
G0968498P,Catalina Goff,Agricultural,8590,Post-grad
F2452283Y,Lula Gladney,Agricultural,5688,Masters
S7445441L,Robert Earl,Engineering,7830,Bachelors
T4912361V,Angel Dicken,Agricultural,9161,Masters
G1470462A,Helen Sampson,Aerospace,10272,Post-grad
S2056734V,Patricia Harris,Agricultural,3305,Masters
S5110137E,Louis Anderson,Agricultural,5985,Non-degree
T5113696C,Mary Strieker,Engineering,5108,Masters
S8890893N,Charlotte Villalobos,Healthcare,7947,Masters
G0853186U,Natalie Daniels,Healthcare,6539,PhD
G5969134P,Terrance Raines,Engineering,6562,Post-grad
T2432354T,Consuelo Connally,Agricultural,7746,Non-degree
T3313723D,Sandra Mckoy,Engineering,5107,Non-degree
T4548338B,Jeffrey Lee,Aerospace,6106,PhD
F8870185Y,Ora Anderson,Engineering,6246,Masters
T4044565T,Amelia Shearer,Agricultural,4156,PhD
G8609577U,Emile Rush,Aerospace,3658,Bachelors
T2229176L,Albert Martinson,Agricultural,5337,Non-degree
G0925220W,Tracie Bradbury,Engineering,3098,Post-grad
T5187956X,William Brown,Aerospace,7624,Post-grad
T5596622H,Michell Dusek,Aerospace,3362,Masters
G6043582N,Mike Heffernan,Aerospace,10834,PhD
F3846798W,Josephine Hayhurst,Agricultural,7469,Bachelors
G3062781Q,Shirley Williams,Healthcare,4685,Non-degree
G7664194D,Barry Mccabe,Aerospace,4468,Masters
G7646045R,Gladys Chapman,Engineering,5141,Masters
S7101230Q,Frank Camp,Agricultural,4520,Masters
S1058242Z,Kyle Gonzalez,Engineering,7709,Non-degree
F4199278A,Erica Marcus,Aerospace,3805,PhD
F6689703N,Alvin Key,Aerospace,3558,Masters
F7327333Z,Rosa Urbanski,Healthcare,3962,PhD
G5794939Y,Marjorie Tinsley,Engineering,5416,PhD
S5696295K,Cynthia Cornwell,Aerospace,5611,PhD
G3199111E,Victoria Mcghee,Engineering,5748,Bachelors
T1610605T,Wm Lewis,Healthcare,5249,Post-grad
S7795989M,Deirdre Isaacs,Healthcare,3192,Post-grad
S4428975I,Genevieve Day,Aerospace,8793,Non-degree
F0546118E,Albert Warner,Engineering,3502,Non-degree
S0833242J,Reed Holt,Engineering,3551,Bachelors
F8366540E,Catherine Pacheco,Engineering,4403,Bachelors
S4301232W,Walter Burns,Healthcare,3728,Non-degree
T3583925C,Robert Holmes,Agricultural,6285,Non-degree
T3795729F,Crystal Schleck,Healthcare,7864,PhD
T7093646P,Jeffrey Prince,Aerospace,5438,Masters
G5836784Z,Ramon Burr,Aerospace,6460,Non-degree
G8103872N,Jean Velasquez,Aerospace,12146,Bachelors
S8355254Q,Janet Dunn,Agricultural,5928,Non-degree
T5743088T,Tambra Miner,Agricultural,11599,Post-grad
G9698210K,Christine Ortiz,Aerospace,3426,Post-grad
S8389002S,Gary Batiste,Agricultural,9314,Bachelors
T6908141W,Freddie Irvine,Healthcare,5143,Bachelors
F8225771M,John Heyde,Aerospace,9656,Bachelors
S4878858A,Toya Cousins,Aerospace,9666,Non-degree
G5047412E,Marilyn Whitaker,Engineering,7147,PhD
F1803982J,Warren Gore,Agricultural,6181,Masters
T1568823F,Arthur Escutia,Healthcare,3131,Bachelors
F3175196Z,Rex Bakken,Healthcare,4050,Post-grad
F7952907T,Gregory Bise,Healthcare,5376,PhD
G4969840R,Ashley Goodson,Aerospace,8735,Masters
G4068824R,Paul Hayes,Agricultural,5932,Masters
T2628764H,Leroy Mcpherson,Engineering,7484,PhD
S5862787V,Rebecca Uribe,Healthcare,8164,Masters
T4347903O,Kathleen Reid,Engineering,5904,Non-degree
T0490970W,Kenneth Love,Agricultural,8367,Non-degree
G8109665B,Mark Komula,Engineering,7009,Masters
T0312628B,Francis Boggs,Aerospace,7776,Masters
G3061883K,Gerard Miske,Healthcare,9026,Masters
T0505789G,Mary Brown,Engineering,6212,Masters
F1759592S,Lindsay Connelly,Engineering,4875,Bachelors
F1520283Q,Jessie Hearns,Agricultural,4934,PhD
F8220754W,Sandra Trosper,Healthcare,5561,Non-degree
T0952877U,James Ray,Healthcare,4339,PhD
F5944153Q,Marcy Abner,Agricultural,9817,Non-degree
T3718942S,Aleta Falconio,Healthcare,7052,Post-grad
F7450924G,Vera Chisler,Aerospace,4052,PhD
S8101839A,Kelly Dugas,Agricultural,3728,Bachelors
F3402524D,Melissa Meeter,Agricultural,7562,PhD
G1784826T,Sandra Perez,Aerospace,12340,Post-grad
S3315864S,Michael Thomas,Agricultural,3547,Bachelors
T5619201J,William Austin,Healthcare,7165,Bachelors
T1915636B,Lillie Leo,Agricultural,6378,PhD
T9864028V,Joy Lee,Engineering,5923,Bachelors
S5156132R,Valerie Wilson,Healthcare,3321,Masters
F1690418Z,Star Peltz,Agricultural,6313,PhD
S5965635H,Paula Arender,Healthcare,10144,Bachelors
S4013814H,Geraldine Brockhaus,Healthcare,8625,PhD
F9781290L,Clarence Petersen,Engineering,7979,Post-grad
G7719539Z,Mary Singleton,Aerospace,4007,Bachelors
S3403943S,Randy Woelfel,Aerospace,6285,Non-degree
G3843150M,Thomas Durant,Engineering,4163,PhD
G9051103R,Melissa Root,Engineering,11970,Bachelors
S6205361X,John Arline,Agricultural,8509,Masters
T5762996K,Kevin Jung,Aerospace,7595,Bachelors
T9962028H,Denise Blanco,Healthcare,6259,Bachelors
F8028714C,Michael Lusby,Agricultural,5403,Post-grad
F1356876O,Ira Jones,Aerospace,7663,Post-grad
T2072211D,Clyde Gatling,Aerospace,3923,Bachelors
G9552812J,Albina Jeffries,Agricultural,3480,PhD
F4071108B,Raymond Sandell,Agricultural,6971,Masters
G1641193O,Dorothy York,Healthcare,5152,Non-degree
T4592428T,Richard James,Engineering,10274,Bachelors
T5977141V,Karen Briggs,Aerospace,8481,Bachelors
F2426127R,Caryn Lindquist,Aerospace,4615,PhD
T4025251J,Sharon Kim,Engineering,3710,Post-grad
S7029467J,Margaret Kelly,Engineering,5935,Masters
F4197445U,John Varnado,Engineering,10903,Non-degree
S7884988W,Kevin Norwood,Agricultural,4070,Post-grad
T8350973F,James Carroll,Aerospace,5431,Bachelors
G3740557V,Kimberly Chapman,Healthcare,5953,Non-degree
T1138865L,Ida Pezzuti,Engineering,3804,PhD
G2109905E,Robert Herms,Healthcare,3742,Non-degree
T2239284V,Nickolas Logan,Aerospace,3510,PhD
S5525292C,Edna Heatherington,Healthcare,3338,Post-grad
T0710365H,Janis White,Agricultural,7114,Bachelors
F9552551X,Dylan Brown,Healthcare,5562,Non-degree
G0356417A,Jefferson Wicklund,Healthcare,4256,PhD
T8854133U,Jeffery Faulkner,Aerospace,4408,PhD
G9009502K,Tracy Angell,Healthcare,4140,PhD
S9118145Z,Ann Edwards,Healthcare,3633,Post-grad
T8761043S,Garry Starling,Healthcare,6729,Bachelors
F4581206K,Brenda Harris,Aerospace,8539,Bachelors
F9928058O,Timothy Gonzalez,Agricultural,3060,Bachelors
G4817314Z,Brian Hatfield,Agricultural,11935,Bachelors
T6482750E,Elizabeth King,Engineering,6208,Masters
F9428160A,Marilyn Stiggers,Healthcare,3325,Non-degree
T9857766D,Ken Warren,Agricultural,12769,Post-grad
T5819297D,Everett Cracchiolo,Healthcare,12658,Bachelors
S7093525U,Patricia Hensley,Aerospace,5771,Bachelors
T7487035B,Tom Buller,Aerospace,3214,PhD
T1706295J,Ruth Silbaugh,Agricultural,4873,PhD
S1587386V,Michael Matthews,Agricultural,5733,Bachelors
T3531296W,Steven Santana,Engineering,10230,Masters
S4557489H,Elisa Plazza,Engineering,3812,Bachelors
F3765709V,Deborah Partridge,Healthcare,5079,Post-grad
T3064524L,Lisa Davis,Agricultural,5665,PhD
S7877882X,Mark Viator,Aerospace,3237,Non-degree
G2241953L,Dianne Twigg,Engineering,4481,Masters
G3895158K,Mary Franklin,Aerospace,5955,Post-grad
G4054727T,Helen Robbinson,Engineering,6059,Bachelors
G6920246C,Gary Phelps,Agricultural,9027,PhD
F8692614T,Phillip Addington,Healthcare,11008,Masters
T8080528K,Barbara Williams,Healthcare,3075,Non-degree
F0250885G,Katie Karr,Agricultural,4864,Masters
S7925033W,Velma Moore,Aerospace,5796,Post-grad
S7666791B,Dale Dicker,Agricultural,6681,Bachelors
F2225414R,Hope Samantha,Engineering,6939,PhD
F9045399R,Sherita Merrill,Healthcare,4940,Bachelors
T3556918C,Timmy Edenfield,Agricultural,7531,PhD
T1395591Y,Robert Thurgood,Engineering,3389,Bachelors
G4058380R,Margaret Livingston,Healthcare,4512,Bachelors
T3198611W,Harry Navarrete,Agricultural,3065,PhD
G3568690T,Yvette Johnson,Engineering,6761,Post-grad
T4200367C,Katina Hawks,Aerospace,5216,PhD
S2163714Z,Norman Williams,Engineering,5019,Post-grad
T0123156C,Amy Williamson,Healthcare,8299,Bachelors
G8198284C,Rochelle Boyd,Engineering,3616,Post-grad
S2197442D,Martin Stanley,Healthcare,4290,Masters
G0600725S,Christopher Owen,Healthcare,5426,PhD
F0802556U,Sherry Hayes,Agricultural,3077,PhD
S0431510K,Donald Coffey,Healthcare,4064,Masters
S8049621A,Harold Walton,Engineering,4143,Masters
F3052257A,Genevieve Barron,Agricultural,4379,Bachelors
F4530168F,Edyth Ruple,Aerospace,3347,Bachelors
G5408704L,Gary Wagner,Aerospace,5454,Non-degree
G5902445I,Byron Schaffer,Aerospace,8013,PhD
S8321426Z,Joshua Sanchez,Engineering,4723,Masters
S7416669R,Betty Nelson,Agricultural,5440,Bachelors
S7737403D,Jennifer Moore,Engineering,3503,Non-degree
F0337723L,Raymundo Hardy,Aerospace,9216,Masters
S7519295U,Judith Confer,Aerospace,3934,Masters
T7694162Q,Kimberly Williams,Aerospace,4631,PhD
T2847735L,Vernon Embry,Agricultural,3872,Non-degree
S5866478Z,Marilyn Ibarra,Aerospace,3980,Non-degree
S4582546W,James Cody,Aerospace,12661,Non-degree
F6700632G,Ann Johnson,Agricultural,4393,Bachelors
F4490423O,Myra Manigault,Agricultural,5520,Masters
S4399258Z,Robin Travis,Agricultural,4673,PhD
G8380954J,Lottie Luby,Engineering,11609,Post-grad
F5604757G,Robert Rhode,Aerospace,3745,Post-grad
F8038074F,Richard Koll,Engineering,5822,PhD
G3666506S,Kim Canada,Healthcare,5196,Non-degree
T0319136Y,Clyde Bassett,Healthcare,6826,PhD
T2845784S,Jeffrey Hevner,Aerospace,6159,Masters
S7187276E,James Wison,Agricultural,7559,Post-grad
G3212752D,Kevin Neufeld,Healthcare,3979,Post-grad
S8106721Y,Christine Rozell,Aerospace,8223,PhD
S8307939B,Claire Wheeler,Aerospace,8870,PhD
F0130762D,Shirley Collins,Engineering,11736,Post-grad
S3895438P,Emily Halvorson,Healthcare,4901,Masters
F6676356F,Aaron Taque,Agricultural,3802,Masters
S7797112M,Angela Edwards,Agricultural,7789,Non-degree
F0682046L,Patrick Harris,Agricultural,6854,Bachelors
S6087730K,Jason Ireland,Healthcare,4702,Post-grad
S7238195N,Frank Arriola,Aerospace,13328,Bachelors
G3963748Y,Annette Devlin,Agricultural,8352,Masters
S9546283U,Emil Brunner,Aerospace,11289,Non-degree
F0967512E,Clifford Baptiste,Engineering,6785,Non-degree
T7646084F,Richard Carlson,Agricultural,5560,PhD
F5294168Q,Jason Hardnett,Engineering,4225,Bachelors
F4237456W,Coletta Sloat,Agricultural,4116,PhD
G0949133C,Tom Devore,Agricultural,3787,Non-degree
S1741943V,Jesus Hansen,Aerospace,7372,Bachelors
G4572495A,John Hughes,Engineering,6118,Masters
F1483632S,Debbie King,Aerospace,8873,Non-degree
G4865125O,Carol Conway,Engineering,10476,PhD
T6001322P,Etta Charlot,Agricultural,3798,Masters
T0989023J,Lonnie Mckinley,Healthcare,3365,Post-grad
G8351984Y,David Olivo,Aerospace,5523,Non-degree
S2037518C,Jeff Rago,Agricultural,5334,Masters
G5803848P,Carlton Hood,Engineering,8380,Bachelors
S6781455C,Peter Greene,Aerospace,8785,Bachelors
S1392657E,Karen Jinks,Agricultural,4117,PhD
F2212378C,Erik Riojas,Healthcare,6723,Masters
F6914466M,Cameron Oneal,Agricultural,6103,PhD
T1994399Q,William Greenler,Agricultural,3471,Post-grad
S8278081T,Darnell Shipp,Agricultural,6646,Masters
S9373854F,Stanley Koualeski,Healthcare,12077,PhD
F0931207F,Howard Osorno,Aerospace,5258,Bachelors
T4768378W,Jennifer Charles,Healthcare,6873,Bachelors
S2813073V,Antonio Montez,Aerospace,5143,Bachelors
F5468565D,Tommie Watts,Agricultural,5062,Non-degree
G9867554B,Jose Payne,Engineering,7461,Post-grad
G4902168S,Timothy Ransom,Engineering,3725,Masters
T6522895O,Melissa Mcclain,Aerospace,4089,Bachelors
G8133185J,Evelyn Ramirez,Aerospace,4032,Masters
T1712992C,Patricia Guidi,Agricultural,12033,Post-grad
F5443739O,Emma Johnson,Aerospace,10543,Bachelors
S2736735H,David Hutnak,Aerospace,3505,Bachelors
T3340540P,Effie Jackson,Healthcare,6446,Bachelors
S3429761C,Brian Sutton,Engineering,4530,Non-degree
S2045510L,Tommy Rivera,Engineering,5180,Bachelors
F4875166H,Lonnie Valentin,Engineering,3475,Non-degree
G1964098Z,Santiago Lewis,Healthcare,8572,Bachelors
S3991878Z,Joe Reid,Aerospace,7578,Bachelors
G6566131B,Stephen Schneck,Agricultural,4794,Bachelors
F9038910R,Blaine Towry,Agricultural,13098,PhD
G8095176A,Carolyn Lopez,Engineering,13550,PhD
G1676864O,Mary Bobo,Agricultural,6967,Bachelors
T8611211V,Loretta Pinto,Aerospace,4325,Bachelors
F2037633C,Cecilia Garing,Healthcare,6265,Post-grad
S7757172D,Deidre Gomes,Healthcare,10693,Masters
G2972292U,William Browning,Agricultural,6647,Non-degree
S1181031I,Terry Bryan,Aerospace,14077,PhD
S4904216S,Sally Schlenker,Healthcare,3815,Non-degree
G8859149P,Joann Zinn,Agricultural,3315,Non-degree
G4849583H,Donald Godsey,Agricultural,6699,Bachelors
T6250387P,Karen Reisinger,Healthcare,4272,Bachelors
T5247055K,Dallas Underdahl,Aerospace,5360,Post-grad
S9667729R,William Masser,Engineering,4722,Bachelors
T0083615X,Susan Toller,Agricultural,5004,Masters
G8050114H,Sue Bryant,Aerospace,3883,Non-degree
S5368327C,Shayla Rodriguez,Healthcare,4660,Post-grad
S3783617V,Arthur Archer,Aerospace,3309,Masters
T9899784P,Ellen Lenihan,Healthcare,4454,Non-degree
G0221591B,David Bevington,Engineering,4011,Bachelors
G7223895K,Debra Ramirez,Aerospace,3227,Bachelors
G2108260D,Alonzo Lucas,Engineering,4983,Non-degree
T7123189B,Lacy Caudill,Engineering,6069,Bachelors
S0180374J,Henry Glover,Healthcare,6575,Masters
F9245338T,Jacqueline Kinsella,Aerospace,5641,Masters
T3672488L,Rachael Broussard,Healthcare,3764,Masters
S4007326G,Rosie Mchenry,Aerospace,3703,Masters
T8015852N,Cynthia Jacobs,Agricultural,4724,Non-degree
S2017872R,Delia Moss,Engineering,4246,Bachelors
T2691269U,Ricky Davis,Aerospace,3481,Masters
F6979579E,Jerry Martin,Aerospace,5210,PhD
F2157391Q,Lucia Simmons,Agricultural,5089,Bachelors
T9044910B,Maria Hinz,Healthcare,6626,Post-grad
T9635286R,Timothy Shipley,Aerospace,5086,PhD
F2737511M,Adam Richard,Engineering,4919,Post-grad
T0571049Z,Kena Oge,Healthcare,4315,PhD
S6831644B,Dorothy Amaya,Agricultural,3278,Post-grad
F0537677C,Susan Fisher,Engineering,4366,Masters
F6662502J,Joan Thomas,Agricultural,8700,Non-degree
S5640007Y,Katherine Locke,Aerospace,7891,Masters
T3180908R,Katheryn Ohara,Engineering,6480,PhD
T6677976T,Angela Colman,Engineering,3932,Post-grad
T3798445Z,John Bundage,Agricultural,5588,Non-degree
F3107116D,Jonathan Lupez,Aerospace,11403,Bachelors
S7193637L,Robert Ridgeway,Healthcare,6712,Post-grad
G5684473K,Jamie Baird,Aerospace,4254,Post-grad
G6345840Z,Dolores Reidy,Agricultural,4807,Masters
S5786109D,William Mccarthy,Agricultural,7871,PhD
G7037654I,Sharon Wiser,Healthcare,3544,PhD
T6727510Y,Eva Oxendine,Healthcare,6317,Non-degree
T9965859B,Gloria Ashcraft,Healthcare,7731,Masters
F9416368N,Jennifer Nation,Agricultural,3115,Non-degree
S9231245B,Maria Laboy,Healthcare,5907,Masters
T6706305X,Earline Wilkins,Healthcare,11493,Masters
S5399767A,Cynthia Sylla,Engineering,8041,PhD
G6099858U,Ashley Martinez,Engineering,3812,Post-grad
F9072825U,Harry Roscoe,Agricultural,4043,Post-grad
F6276071D,Joyce Kratky,Engineering,5859,Masters
F2932575G,Josiah King,Healthcare,4542,Non-degree
F3754108S,Josh Faught,Agricultural,6285,Post-grad
T8161657Z,Noah Sitar,Aerospace,6425,Masters
F5354060V,Claudio Pursifull,Aerospace,3893,Post-grad
S9600040H,Kelley Owens,Aerospace,11510,Post-grad
G6349015H,Martin Russell,Agricultural,9284,Post-grad
S0617832H,Katharine Houck,Agricultural,5110,Post-grad
G8651224K,Lizzie Millender,Agricultural,5200,Masters
F9988134C,Henry Voss,Aerospace,5316,Non-degree
G1937126V,Kathy Jenkins,Agricultural,6443,Bachelors
S3166773O,Natalie Mcdaniel,Agricultural,3649,Masters
S8601608B,Erica Travis,Agricultural,5305,PhD
G7594200Q,Robert Luke,Healthcare,9811,PhD
G6838102B,Diana Saunders,Healthcare,10536,PhD
T5477158T,Deborah Despard,Engineering,4164,Non-degree
T7612467U,Willie Treanor,Engineering,3332,PhD
G7503106R,Linda Beckman,Aerospace,6459,Post-grad
S9510969V,Henry Krausz,Engineering,4174,Masters
G1988105C,Jerry Moore,Agricultural,4110,Post-grad
F3875194F,Kermit Ogawa,Healthcare,3312,PhD
F5730458T,Frank Mendenhall,Agricultural,10374,Bachelors
T2131321K,Debra Statler,Agricultural,7247,Post-grad
F3630167J,Dustin Summers,Aerospace,3683,PhD
T5411916O,Toni Curtis,Agricultural,7667,Masters
S7834684O,Dolly Sweeney,Engineering,5393,Post-grad
T1355845M,Robert Freeman,Healthcare,3075,Masters
T7548622M,Lisa Herbert,Aerospace,7090,Bachelors
S3975663T,Tammy Miller,Aerospace,8318,Post-grad
T8686617U,Howard Parker,Healthcare,9316,Bachelors
F8402293P,Jean Covington,Aerospace,7587,Masters
F5452235J,Marybeth Gardener,Healthcare,5992,Post-grad
T1771759V,Jerold Thibault,Agricultural,7493,Masters
G3249481P,Troy Walker,Engineering,3985,PhD
T1851927H,Denise Iraheta,Agricultural,3988,Masters
F9054339D,Warren Correa,Healthcare,5132,Post-grad
F1936624E,Robert Bishop,Agricultural,4086,Bachelors
T9910563P,Rebecca Pacheco,Agricultural,4458,Post-grad
G6609368P,Julie Patterson,Aerospace,3138,Post-grad
S0788339Y,Robert Nicholas,Healthcare,5963,Bachelors
F1266606K,Harold Delancey,Engineering,8865,Post-grad
G7832934Q,Amanda Miller,Healthcare,7933,Post-grad
F3923518P,Franklin Frizzle,Agricultural,10201,PhD
S1994307G,Sally Davis,Engineering,5420,Post-grad
T0628275I,Elizabeth Ledoux,Healthcare,6206,Masters
T0332172G,Rebecca Street,Healthcare,5316,PhD
T2340733T,Danielle Waters,Engineering,4930,Bachelors
T2944505E,Matilda Morrissey,Agricultural,6199,Non-degree
S6631348J,Guy Anderson,Healthcare,3146,Masters
S5393881C,Edward Rascoe,Engineering,6283,Non-degree
F9149742X,Gavin Tolbert,Aerospace,4269,Non-degree
G4314919E,Jeremy Detwiler,Agricultural,6362,Non-degree
T2466303D,Vickie White,Agricultural,7830,Post-grad
S2935225P,Clarence Benson,Aerospace,7052,Bachelors
G8926550E,Rafael Sun,Engineering,5067,Bachelors
F6874095S,Scott Klein,Engineering,4028,Post-grad
G3046946V,Aaron Mehserle,Healthcare,7296,Bachelors
S6636455I,Jonathan Miller,Aerospace,4588,Post-grad
T2079538H,Christopher Hinkson,Agricultural,3357,Masters
S5035666H,Terri Saraf,Engineering,3601,Masters
G7712035W,Heather Kimball,Engineering,4067,Non-degree
T7058849B,Norma Rodriguez,Engineering,7723,Non-degree
F5885439K,Kelsey Wolcott,Agricultural,6578,Non-degree
F3914872K,Granville Donahue,Engineering,9265,Non-degree
G6339327W,Leonard Clover,Agricultural,6792,Masters
T3044161L,Todd Skolnick,Agricultural,3560,Post-grad
T4554689J,Ron Mathew,Healthcare,3252,Non-degree
F4083848U,Heather Petrulis,Engineering,3418,PhD
T7440150U,Stanley Richardson,Aerospace,3443,Non-degree
G8932091K,James Fournier,Aerospace,5103,Masters
S5319320I,Anne Mata,Engineering,3382,Masters
T9762035W,Paula Scott,Healthcare,7926,PhD
G8231411V,Esther Watson,Agricultural,8245,Masters
S2167039D,Jessica Saran,Engineering,8944,PhD
F2968396E,Lupe Leslie,Aerospace,3996,Bachelors
G2391642Y,Luis Smith,Aerospace,3400,Masters
F2791543V,Amy Martinez,Agricultural,7838,Bachelors
T6238478R,Joel Layel,Engineering,8399,Masters
F6487178N,Gerald Sheats,Healthcare,8289,Bachelors
G1738958E,Charles Martin,Aerospace,5340,Masters
G8269342G,Tracy Higgins,Aerospace,3951,Non-degree
G7496190Z,Leroy Millick,Agricultural,6049,Post-grad
T3061513Y,Lillian Guzman,Aerospace,6562,Bachelors
G4371728K,Walter Thomure,Engineering,4033,Non-degree
S1201778T,Candy Thompson,Engineering,6383,Masters
S3954115V,Guy Daniels,Agricultural,7461,Non-degree
S6036095K,Robert Cox,Engineering,3545,Bachelors
T7859149C,Sheryl Finch,Agricultural,8147,PhD
T5145370D,Robert Byrne,Aerospace,5922,Non-degree
S0999864S,Karen Buck,Engineering,3003,Post-grad
S5628867H,Renna Gaffney,Engineering,6476,Non-degree
S0172780O,Barbara Steffen,Healthcare,4736,Masters
F5091612V,Tyler Wood,Engineering,4761,Masters
F7728419K,Julia Harvey,Healthcare,5075,Masters
