NRIC,researcher_name,sector,salary,degree
F3225425K,Mark Bass,Agricultural,10248,PhD
T1897766T,Patricia Thorpe,Engineering,3290,Bachelors
G3793586R,Robert Chang,Aerospace,14955,Bachelors
S1877965H,Nathanial Schmig,Aerospace,9793,Bachelors
F8866197J,Thaddeus Norberg,Aerospace,4290,Masters
T6611150J,Brandon Muller,Agricultural,8656,Post-grad
F9070321L,Gala Livingstone,Agricultural,7769,Post-grad
T9403603T,Robert Cruz,Engineering,3994,Masters
S6427127L,David Carr,Aerospace,11505,Bachelors
F9160091A,Jimmy Hope,Engineering,14472,Masters
