NRIC,researcher_name,sector,income,degree
S2170368L,Ray Lanzi,Engineering,3440,Masters
S4141066N,Tracy Robinson,Agricultural,6405,Non-degree
F0638762W,Lula Carr,Healthcare,5123,Masters
T4113894C,Melvin Brann,Engineering,3671,PhD
T5250229W,Jamie Young,Agricultural,6784,Post-grad
S8672789U,Steven Hamamoto,Engineering,6894,Bachelors
S7295796M,Alex Murphey,Agricultural,8716,Masters
T5101190V,John Martinez,Agricultural,10644,Post-grad
G5936644V,Nancy Ball,Aerospace,7448,Masters
S2055036Y,Rayford Mckenzie,Aerospace,5739,Bachelors
S8510776R,Gary Long,Engineering,5517,Masters
S9166700O,Jerome Morrill,Agricultural,9772,Masters
T4444474P,Nick Shaw,Healthcare,3886,Non-degree
F3662287Q,Samuel Davis,Aerospace,4584,Masters
F2570133X,Aaron Folse,Engineering,7242,Non-degree
T4059096D,Holly Bentley,Engineering,5300,PhD
G3898161S,Paul Freeman,Healthcare,6708,Non-degree
G0520296Q,Alison Gomez,Agricultural,4634,Bachelors
T4300993T,Vera Tippett,Agricultural,6794,Bachelors
G8493791G,Blanche Limmel,Engineering,3257,PhD
T7107924D,Ida Mills,Engineering,3063,Non-degree
S0061281W,Florentina Protain,Aerospace,5113,PhD
T1438839H,Claire Owens,Healthcare,5297,Non-degree
T7332280D,Ruby Calderon,Engineering,4148,Post-grad
T6664408Y,Alice Rael,Healthcare,6888,Masters
F4697808M,Cynthia Thomas,Agricultural,6984,PhD
G6962607V,Pamela Wickus,Agricultural,13397,Post-grad
F5726596F,James Homer,Aerospace,5353,PhD
S1205072Z,Peter Campana,Healthcare,3620,Non-degree
G6262310A,Sandra Medeiros,Agricultural,4350,Masters
G6620165H,Barbara Rayos,Healthcare,4118,PhD
F5522353A,Jerry Abbott,Healthcare,5872,Bachelors
F7248378O,Anne Cisneros,Engineering,4136,Bachelors
S2431449G,Karen Newby,Agricultural,5575,Masters
G0038680T,Charlene Mccready,Healthcare,5031,Non-degree
F0538801J,Joseph Cieslinski,Healthcare,3192,PhD
G4122632N,Rosendo Steele,Agricultural,6367,PhD
F2567606W,Ruthann Jenkins,Agricultural,10765,Post-grad
T6502561L,Chong Cox,Healthcare,7354,Post-grad
F5114896J,Dennis Pucci,Aerospace,7333,Bachelors
S3015799S,Latoya Rhodes,Agricultural,5692,Bachelors
F0991742Q,Derek Michaud,Healthcare,3478,Bachelors
T9954369M,Dan King,Aerospace,7463,Non-degree
S1523811D,Frankie Bond,Agricultural,4160,Bachelors
F9842686G,Tina Reyes,Healthcare,6548,Non-degree
S0972591L,Malissa Shelton,Healthcare,9205,Bachelors
S6042757P,Nina Zasso,Engineering,3116,Non-degree
G1462112Z,Martin Applen,Aerospace,3373,Non-degree
S8237322S,Andrew Benitez,Healthcare,5036,Masters
S3020792F,Kevin Gulley,Aerospace,5531,Masters
S2828556H,Dianne Pye,Aerospace,3915,Non-degree
F5353274J,Diane Harrison,Agricultural,3053,Bachelors
G0218183C,John Johnson,Agricultural,7909,Post-grad
F7989209Z,Daniel Bowman,Engineering,3469,Non-degree
S6754631A,Donna Smith,Aerospace,5726,PhD
F0217035F,Jill Lahr,Healthcare,4209,Post-grad
F9831638B,Raymond Allen,Aerospace,3435,Bachelors
T2831347T,Margie Martin,Engineering,5847,Post-grad
F4732011Y,Bradley Sokoloski,Aerospace,4805,Masters
S7351729Z,Daniel Bryant,Healthcare,3150,Non-degree
G5285227C,Hugo Martin,Aerospace,7649,Non-degree
S4462466S,Jade Solis,Engineering,3710,Masters
G9948031X,Larry Murray,Agricultural,5695,Bachelors
G7096664U,Felicia Runyan,Aerospace,6954,Post-grad
G4113519K,Patrick Hunt,Engineering,7995,Post-grad
F8956319U,Michale Nakken,Aerospace,6006,Masters
S9878500Y,Tina Davis,Agricultural,14066,Post-grad
G7082448Y,Ruth Little,Aerospace,5488,PhD
T0141338O,Trevor Belmonte,Healthcare,4200,Bachelors
T6705980B,Leola Brown,Aerospace,7094,Bachelors
T4281723A,Angelina Whittington,Agricultural,3654,Non-degree
S2055179Z,Richard Turner,Engineering,3537,Post-grad
T9920038G,Flora Creel,Engineering,10088,Non-degree
S1661521E,Nita Bruno,Agricultural,6006,PhD
T3564359M,Joseph Bishop,Agricultural,9528,Masters
F4087378K,Scott Edwards,Engineering,4347,Masters
G2341338A,Douglas Celis,Engineering,5764,PhD
F4590392D,Salina Alzugaray,Aerospace,3795,Bachelors
S3081938U,Lance Mccoin,Agricultural,4219,Non-degree
G6141560B,John Clark,Aerospace,5273,PhD
S6834055G,Dana King,Agricultural,3195,Non-degree
G2734769I,Ella Cotton,Healthcare,7512,Masters
S0391505W,James Garcia,Aerospace,8893,Non-degree
S7346188F,Daisy Vaughn,Agricultural,4215,Bachelors
F0913453E,Frederick Velazquez,Agricultural,6749,Masters
F7571032I,Odell Nelson,Agricultural,6770,Masters
F9384079M,Anne Mclean,Healthcare,6143,Masters
G2623984O,Esther Cannone,Engineering,4995,Bachelors
G7987820Z,Janet Bidlack,Agricultural,3323,PhD
G3160364W,Tracey Norton,Healthcare,5571,Post-grad
F7222137B,Deborah Crump,Engineering,10404,PhD
G5033233B,George Rhyne,Healthcare,3700,Bachelors
S2251736O,Dante Jensen,Agricultural,6236,Non-degree
F6920985F,Valorie Duong,Aerospace,6685,PhD
T7531189P,Melodie Alford,Engineering,4063,Masters
F7062838Q,Janet Rubio,Agricultural,11903,Masters
S0524618O,Kerry Beard,Agricultural,4749,Non-degree
T1969483J,Dennis Bradley,Agricultural,4139,Masters
F7819775H,Melvin Canty,Aerospace,9162,PhD
T4839865F,Mark Spencer,Agricultural,3554,Non-degree
T8538802C,Brandon Emerson,Aerospace,4181,Masters
G6235044M,Ida Sivak,Healthcare,5110,PhD
F1845354C,Jodi Jones,Healthcare,5329,Bachelors
T6663852I,Alfred Abram,Healthcare,3592,Bachelors
G9314016Y,Henry Heninger,Engineering,7613,Non-degree
S7502063C,Dana Regalado,Agricultural,3454,Non-degree
G5601449I,Sean Cho,Healthcare,6719,Masters
S4724504W,Donald Wayland,Healthcare,5382,PhD
T5377969A,Shirley Orozco,Engineering,5021,PhD
G4593332Z,Christine Lamb,Agricultural,7569,PhD
T7488955P,Pearl Smith,Healthcare,5474,Post-grad
S4240924V,Richard Willis,Healthcare,4041,Non-degree
T4501609V,Helen Pearson,Engineering,4730,Post-grad
F1169584V,Mai Ramaudar,Aerospace,4467,Masters
G5434439E,Carl Timinsky,Agricultural,4294,Non-degree
T1231817B,Myrna Shrefler,Aerospace,3335,PhD
T8559366K,Amy Riggs,Aerospace,3019,Masters
S9808330Q,Julia Luciano,Healthcare,4052,Masters
F3978503U,Merle Woodis,Healthcare,13193,Non-degree
F3656007V,John Keshishian,Aerospace,3487,Bachelors
F9943986N,Laraine Camille,Healthcare,3619,PhD
F4393494J,Audry Williams,Agricultural,6666,Bachelors
G4835609Z,Wesley Cales,Agricultural,4855,Non-degree
T6381936W,Debbie Sanders,Engineering,6348,Masters
T6029557L,Marc Pratt,Aerospace,4443,Bachelors
G8826944U,Jewell Clary,Engineering,7664,Non-degree
S6846849D,Matthew Estes,Aerospace,3805,Non-degree
S7301454A,Jason Dziuba,Healthcare,5816,Bachelors
S5209423R,Sarah To,Engineering,4363,Bachelors
S1244144Y,Kris Wigginton,Aerospace,3000,Bachelors
T4195092M,Cynthia Vannostrand,Aerospace,3002,Bachelors
S6883356Q,Sondra Rodriguez,Aerospace,3451,Bachelors
S6443230U,Monica Thomas,Healthcare,3559,PhD
G0639692N,Robert Hill,Healthcare,6558,Non-degree
S1949219Y,Stephanie Rivera,Healthcare,8415,Non-degree
S7219759W,Elizabeth Miller,Engineering,9843,Masters
F6064335Z,Stacey Hackett,Healthcare,13818,Masters
T5735139M,Nikki Barton,Engineering,8608,Bachelors
S4763343V,Antonia Ellison,Agricultural,3939,Non-degree
F9204459G,Debbie Cortese,Agricultural,4508,PhD
T9033905G,Deborah Powell,Agricultural,10145,Post-grad
G3223937J,Rebecca Nolan,Aerospace,4394,Post-grad
S4580149Z,Carol Thomas,Agricultural,3156,Bachelors
S9498838F,Amanda Bosarge,Aerospace,3435,Bachelors
G8773161C,Sharon Jackson,Aerospace,3288,PhD
F0132031R,Danielle Craine,Engineering,7811,Post-grad
T6478626L,Clara Manning,Agricultural,5492,Bachelors
S8980830P,Nancy Maddox,Agricultural,7974,Bachelors
F0650032W,Leroy Bevelacqua,Aerospace,9301,Bachelors
S2746294J,Marvin Mutz,Engineering,4788,Bachelors
F4965753Y,Doyle Canady,Healthcare,9136,Bachelors
S6189749J,Vickie Paul,Aerospace,9418,Bachelors
G1980096W,Robert Nicholson,Aerospace,3547,Post-grad
T8853771X,Omar Paviolitis,Engineering,3284,Masters
F0157155P,Lois Settle,Engineering,6025,Post-grad
S5083269Z,Milton Harvey,Engineering,4277,Masters
G9874889J,Betty Howard,Aerospace,6863,Post-grad
F3959837P,Joseph Dustin,Aerospace,4898,Masters
F8155265R,Jack Herrmann,Agricultural,3285,PhD
T0625873V,Sonya Taylor,Aerospace,4337,Masters
G8165507U,Jackie Self,Engineering,6906,Post-grad
S9674959Q,Lisa Bussen,Agricultural,6636,Bachelors
S1077862E,Alvin Jourdan,Agricultural,6634,PhD
T4228323K,Joseph Foreman,Healthcare,6261,Masters
S7411430W,Courtney Cannon,Engineering,4271,Masters
G9549116N,Josie Guzman,Engineering,9297,Bachelors
S3602140V,Donovan Loper,Healthcare,4724,Masters
G1313718D,Freda Hooser,Agricultural,8632,Bachelors
S9938206S,John Heller,Engineering,9038,Masters
G5479861P,Jamila Smith,Aerospace,4493,Non-degree
T6581608L,Gerald Lott,Agricultural,5925,Masters
G4360258A,Belen Mermis,Agricultural,4651,Masters
T1997152Y,Calvin Roden,Healthcare,12023,Masters
G0605469F,Henry Hogan,Aerospace,6767,PhD
T4311182Q,Adam Walker,Aerospace,3726,Bachelors
F5275813D,Robert Kirkwood,Agricultural,4785,PhD
G3439523Y,Carolyn Gomez,Aerospace,6852,Post-grad
F1688956C,Jennifer Collum,Engineering,3212,Bachelors
S8832012G,David Smith,Healthcare,4815,Bachelors
T2534792X,Patricia Morgan,Healthcare,6257,Post-grad
T8113629G,Jeffrey Helms,Agricultural,6568,Masters
F0261602O,Earl Judd,Aerospace,5909,Post-grad
T8826969H,Patricia Rogers,Engineering,3607,Post-grad
G2343180L,Andrea Ditman,Healthcare,4678,Post-grad
S9071467U,Anthony Pope,Agricultural,7743,Non-degree
S9377868B,James Allred,Engineering,5389,Bachelors
F7964310U,Doris Elmore,Healthcare,4550,PhD
T5718041B,Damon Miranda,Healthcare,7526,Masters
S8277201I,Matthew Cook,Aerospace,3099,Bachelors
T3920407K,Jamie Halla,Engineering,10612,Bachelors
T7182041H,Nancy Crispin,Aerospace,5643,Non-degree
G4649902T,Marie Elvin,Engineering,5422,PhD
F3570961F,Kathryn Taylor,Engineering,5596,PhD
G3340808D,Jodie Brown,Aerospace,3826,Non-degree
S5817204A,Diana Stevens,Engineering,6110,Non-degree
S8031694G,Sean Gillies,Aerospace,4641,Post-grad
F1615241U,Nathan Roe,Healthcare,6778,Non-degree
T9463628Q,Robert Thomas,Engineering,3269,Post-grad
G9522583X,Maria Chandler,Aerospace,4176,Post-grad
T2810853S,Dominic Smith,Healthcare,3258,Masters
T4280820L,Harry Parker,Aerospace,5132,Masters
S5712867C,Francis Hughes,Agricultural,5111,PhD
S7700975A,Teresa Penland,Agricultural,6282,PhD
F4172937Z,Michael Shropshire,Aerospace,6338,PhD
S1157409L,Christopher Armstrong,Engineering,5999,PhD
G3773801I,Theresa Rolfes,Healthcare,4184,Post-grad
G2862864Q,Sabrina Marks,Engineering,3075,Post-grad
F6973928R,Clifford Barber,Healthcare,5772,Non-degree
F9298603A,Walter Mclead,Aerospace,3800,PhD
G3475514T,Andrew Rangel,Agricultural,6316,Masters
G2418824E,Patsy Arndt,Healthcare,5095,Masters
F7389631B,Naomi Goucher,Aerospace,3495,Masters
T4589973H,Gregory Mandujano,Engineering,6133,Post-grad
T2137722X,Bertha Moore,Healthcare,4055,Post-grad
S1305314T,Steven Horowitz,Agricultural,3384,PhD
T0698145R,Raymond Martin,Aerospace,3070,Masters
T6019093W,Barbara Murrietta,Engineering,9608,Masters
T9781649I,John Barnette,Engineering,5398,Masters
T1492262X,Toni Loges,Engineering,4007,PhD
S9334251A,Earl Espinoza,Healthcare,4875,Non-degree
S1709184F,Stephanie Bennett,Agricultural,3740,Post-grad
F4106890B,Jessica Hinton,Healthcare,5282,PhD
F3648930R,James Sales,Engineering,6145,Post-grad
F4303564V,Brady Deutsch,Agricultural,4717,Bachelors
G2615789N,Patricia Moore,Healthcare,5156,Post-grad
F6643941A,Gladys Hodge,Aerospace,7808,Masters
F4673037G,Jess Huizar,Agricultural,3661,PhD
S8385229Z,Kelly Smith,Engineering,6236,Bachelors
G8244924T,Thelma Taylor,Agricultural,9319,PhD
G5964263C,Eileen Saxon,Engineering,4042,PhD
F0979334Z,Willie Johnson,Agricultural,6124,Post-grad
F4702705Q,Dorothy Tharrington,Agricultural,8960,PhD
G1816142C,Daniel Toole,Healthcare,3059,Post-grad
T2159194K,Sarah Romo,Agricultural,6624,Masters
T6888614P,Luis Haines,Healthcare,4061,Non-degree
T6097658U,Brenda Ashurst,Healthcare,7857,Bachelors
F2941697P,Mary Jackson,Agricultural,7442,Bachelors
T4205926J,Cruz Jordan,Aerospace,8816,Bachelors
T8992507R,James Pacifico,Healthcare,3214,Masters
T3609757G,Wilma Wilson,Aerospace,6570,Post-grad
F2175578O,Mary Coffee,Agricultural,5043,Bachelors
F2555545G,Jimmie Daniels,Aerospace,3343,Non-degree
F3729900U,Jennifer Springer,Aerospace,3226,PhD
S9244548Q,Annette Porter,Healthcare,4734,PhD
T0139465W,Kenneth Huneycutt,Aerospace,3341,Bachelors
T8210410T,Kevin Corwin,Engineering,5830,Masters
G0751577H,Kathy Stollings,Engineering,5662,Bachelors
S8042860X,Ben Smith,Engineering,5675,Non-degree
F6559243J,Jerry Alexader,Healthcare,10110,Post-grad
S7761898C,Sheila Johnson,Healthcare,5161,Bachelors
F1116742S,Pablo Choe,Aerospace,8354,PhD
T4951956U,Joshua Hartman,Agricultural,10512,Post-grad
T6885238W,Brent Jenkins,Agricultural,5154,Masters
T9449046P,Rebecca Richards,Healthcare,3185,Masters
T8742043F,Max Greene,Healthcare,3267,PhD
G9241496L,Justin Anderson,Engineering,3719,PhD
F6388252H,Katherine Solomon,Healthcare,3548,Bachelors
F1429552X,Sherry Nicholson,Engineering,3841,Post-grad
T3720090R,Felicia Thayer,Healthcare,3036,Masters
F7215057U,Avril Smith,Agricultural,11180,Masters
S1277120O,Carole Golish,Aerospace,4256,Post-grad
F5688425V,Sean Berger,Agricultural,8978,Masters
F2694785Y,David Mahnken,Engineering,3848,Non-degree
S8200135L,Paula Deluca,Agricultural,4987,Non-degree
S1536929O,Robert Goodman,Healthcare,3121,Bachelors
S0582419N,Percy Hallman,Agricultural,8015,Masters
G7055806K,Thelma Buddenhagen,Aerospace,3029,Non-degree
G0600366U,David Bryson,Healthcare,8873,Masters
F7846379C,John Castleberry,Healthcare,9356,PhD
G9478709K,Jill Maier,Engineering,3721,Masters
F2826551Z,Elsa Scott,Agricultural,9504,Non-degree
T7751678X,William Long,Healthcare,4000,Non-degree
F3301397V,Cary Osborne,Agricultural,5467,Masters
T1420920G,Peter Pond,Aerospace,12305,Masters
G7004266P,Amy Iglesias,Agricultural,3434,Non-degree
F0297790V,Natalie Rosa,Aerospace,9481,Bachelors
G0484016P,Stanley Wightman,Aerospace,6081,Bachelors
G8847454J,Michael Thompson,Aerospace,5642,Bachelors
G5992611U,Deborah Smith,Agricultural,6012,Bachelors
S3565683G,Andrew Bernstein,Healthcare,4066,Masters
S5787563F,Brenda Downs,Engineering,7928,Post-grad
S6550903I,Lori Backstrom,Aerospace,3750,PhD
S4845505L,Elmer Graham,Healthcare,3579,Bachelors
G0300694H,Katherine Towne,Healthcare,5729,PhD
G3421175E,Charles Defibaugh,Aerospace,6322,PhD
S4743854Z,Mary Ezell,Aerospace,5576,Non-degree
T4018735F,Kim Jones,Engineering,5861,Non-degree
G0282984G,Jonathan Taylor,Agricultural,3487,Post-grad
G8489067D,Leslie Crumley,Engineering,8699,Bachelors
T9760012P,Fred Manley,Agricultural,4757,Post-grad
G8156437B,Joshua White,Healthcare,3171,Bachelors
G5349764L,Ralph Friedman,Healthcare,5323,Post-grad
S1160434Q,Sabrina Jeffrey,Healthcare,7138,Post-grad
S3856310T,Jo Rivera,Agricultural,6133,Non-degree
F9992253L,Mildred Perez,Healthcare,3018,Bachelors
T6920272J,Kevin Slone,Agricultural,3525,Non-degree
T4536094L,Larry Roach,Agricultural,11282,PhD
G5466622P,Jennifer Kowalchuk,Healthcare,3193,Masters
S1544500V,Jermaine Charles,Engineering,9327,Masters
F6595312S,Grace Williams,Engineering,7298,Bachelors
F7489062G,George Danger,Engineering,5602,PhD
S1880727R,Lindsay Moore,Engineering,3158,Masters
F7057222K,Devin Morgan,Agricultural,5247,PhD
G2296241C,Margaret Rodriguez,Aerospace,5825,Non-degree
S2417436O,John Rodriguez,Engineering,4358,Bachelors
F1844687W,Michael Durden,Healthcare,4312,Non-degree
G4392725X,Barbara Lobato,Healthcare,4706,Non-degree
F0134907I,Amy Mccollum,Agricultural,4799,Bachelors
F3955473G,Miriam Martin,Healthcare,4322,PhD
F4308992U,Sue Jones,Healthcare,9359,PhD
G1751859F,Lisa Sizer,Healthcare,5398,Post-grad
G5292321O,Tracie Lizardi,Agricultural,6739,Non-degree
G1768174L,Martin Mcmillan,Healthcare,10351,Masters
S6176663J,Adam Turner,Aerospace,5837,PhD
F3529320V,Elizabeth Marshall,Aerospace,7802,Masters
T7705995G,Pamela Shea,Healthcare,4086,Bachelors
T6154321T,April Madison,Healthcare,3523,Post-grad
S4385061M,Mark Young,Healthcare,6296,Non-degree
T2894509V,Annie Bailey,Engineering,4527,Post-grad
G4272240B,Michelina Mercado,Agricultural,5518,PhD
T5898790R,David Elia,Healthcare,3977,Post-grad
G9593358S,Virgie Biddle,Healthcare,4616,Masters
G2720497A,Jack Akin,Healthcare,5766,Masters
T0458073Z,Jessie Rowley,Aerospace,7597,Masters
G6159706Z,Richard Smith,Healthcare,8711,Bachelors
S6957030U,Melodi Obradovich,Engineering,5599,Bachelors
S5183985E,Miguel Hines,Agricultural,4066,PhD
T8541124M,Bella Page,Healthcare,3830,PhD
S4742985T,Mary Ford,Engineering,5528,PhD
G1501636U,Michael Patrick,Engineering,6650,Non-degree
G5086392I,Kristi Adank,Engineering,5197,Masters
G3220862N,Bonnie Bowers,Engineering,7651,Non-degree
F8202731O,Waneta Peralta,Aerospace,14628,PhD
F2472609T,William Bouchard,Healthcare,3284,Post-grad
G8982980S,Scott Pak,Aerospace,6952,Masters
S0664898D,Alexis Jandreau,Engineering,4221,Masters
F3675329O,Nancy Johnson,Healthcare,3543,Non-degree
G4285556D,Winston Steffee,Aerospace,5991,Masters
T0337428J,Mary Johnson,Healthcare,8035,Non-degree
F9690089R,Mary Snyder,Engineering,7102,Masters
G9896093C,Larry Runyon,Engineering,3505,Bachelors
T8679611J,Thomas Hanshaw,Agricultural,3492,Masters
G3408481X,Lesley Williams,Healthcare,10460,Masters
T5126122I,Judith Dromgoole,Agricultural,4670,Post-grad
S9502123H,Douglas Totman,Agricultural,4825,PhD
S6834034J,Robert Nagel,Agricultural,4792,Non-degree
S2793452Z,Michael Battle,Healthcare,3442,Masters
T3004729U,Teresa Caudill,Aerospace,5510,Masters
T6098084O,Helen Jones,Agricultural,4334,Bachelors
S0858732J,Lester Noyes,Engineering,6518,Post-grad
F0487965A,Alberta Alford,Agricultural,3240,Bachelors
G9026866D,Ian Gray,Engineering,6561,PhD
S3006080Y,Carl Sullivan,Healthcare,3411,PhD
S5970047M,Thomas Johnson,Engineering,4492,Bachelors
G5235676W,Norah Jacobs,Engineering,7881,Post-grad
T9021332I,Robert Grant,Agricultural,4339,PhD
F4868802D,Philip Dunn,Agricultural,5994,Masters
G0554024U,Glenn Hernandez,Engineering,3474,PhD
G4855562O,Mark Williams,Agricultural,3143,Post-grad
F6484413D,Stefanie Gill,Engineering,3725,Post-grad
F2241805Q,Luis Mckee,Aerospace,10383,PhD
T1737167V,Steven Smiley,Agricultural,4499,Post-grad
F5616977N,Miguel Alvarez,Engineering,9095,Non-degree
G3097807N,Belinda Papineau,Healthcare,9320,PhD
T6776996O,Jeffrey Prentiss,Aerospace,4050,Non-degree
T3090960N,David Reed,Engineering,4221,PhD
G4126343K,Margaret Forrest,Engineering,3073,PhD
S6843092D,Edwin Sullivan,Healthcare,9540,Bachelors
T7422107K,Dominick Bowser,Engineering,3345,Bachelors
G2539602Y,Jerry Leach,Engineering,3534,Post-grad
G1390390A,Larry Partida,Healthcare,3408,Post-grad
F3086530J,Francis Bowen,Agricultural,8404,Masters
S7443136L,Robert Mcgee,Agricultural,8541,PhD
G6555803K,Anthony Aleman,Aerospace,6097,Bachelors
F8177637V,Marie Sowl,Healthcare,6810,Bachelors
T2073012R,Richard Graves,Aerospace,8796,Post-grad
T6165949I,Jack Hines,Aerospace,9261,Masters
F0519471V,Brian Williams,Engineering,5027,Masters
S7673218F,Thomas Jordan,Healthcare,4007,Post-grad
F2700727F,Denise Stiger,Healthcare,5556,Masters
S1359224D,Leola Smith,Healthcare,3642,PhD
S8533644B,Kristi Clark,Engineering,4923,Masters
G0913156P,Floyd Payne,Agricultural,12181,PhD
F9777074A,Wilma Garza,Aerospace,3756,Post-grad
T1571846V,Tia Weber,Agricultural,3249,PhD
G6009635A,Julie Heard,Agricultural,4682,Masters
G6638793V,William Clary,Aerospace,8179,Masters
T8476009P,Douglas Kenoyer,Engineering,11386,Post-grad
T4658123M,Dolores Northern,Engineering,7075,Masters
S0549926U,Lewis Martinez,Healthcare,10131,PhD
G8625686Y,Deann Blair,Engineering,13124,Non-degree
S3328149X,Scott Horowitz,Agricultural,7379,PhD
T2296155C,Rick Field,Aerospace,3194,PhD
S8997670A,John Fuller,Healthcare,9325,Non-degree
G5703906C,Barbara Campbell,Aerospace,10735,Masters
G4500842Q,Jason Mount,Agricultural,4868,PhD
G9883681A,Mamie Patterson,Agricultural,6655,Bachelors
G9911652S,Kenny Koziol,Agricultural,4574,PhD
T8306639P,Jody Gould,Engineering,3396,Masters
F7731707K,Daniel Humes,Aerospace,5356,PhD
T0381450C,Brittany Boles,Aerospace,8307,Bachelors
T3743773B,Geri Nieland,Aerospace,11618,Post-grad
S4712179U,Donald Gabriel,Aerospace,12917,Post-grad
G6110808V,Porter Munsey,Aerospace,3613,Masters
T9972505C,Carmella Lofquist,Healthcare,6878,Post-grad
F0120445H,Charles Billings,Agricultural,3955,PhD
S0070547Q,Irma Zimmermann,Engineering,3102,Bachelors
S2292535M,Holly Shepherd,Healthcare,7102,Masters
G4684041L,Lloyd Reed,Aerospace,5883,Bachelors
T4438037I,Mary Rusch,Aerospace,4709,Non-degree
F2800496H,Theresa Fields,Engineering,10295,PhD
S5212942R,Patricia Hower,Agricultural,4448,PhD
S6637326M,Clifford Saunder,Agricultural,3932,PhD
T9004367T,James Smith,Agricultural,9670,PhD
G4313728J,Michael Torres,Agricultural,3221,Masters
S7328261Q,Marisa Tobler,Healthcare,3314,PhD
T2757956G,Gregory White,Aerospace,5197,Non-degree
G9018708W,Helen Greener,Engineering,5182,PhD
T4845105Y,Lillie Meeks,Agricultural,6567,Masters
S1377322Z,Susan Andino,Agricultural,9085,Non-degree
G8042560K,Alexander Williams,Agricultural,3786,Non-degree
T1512723U,Albert Tuley,Aerospace,3285,Masters
G5687845A,Marianne Rose,Agricultural,9378,Bachelors
T4046203N,Wanda Pacheo,Agricultural,7933,Masters
T9990746L,Robert Thomas,Healthcare,4490,Bachelors
G4072338G,Manuel Strawder,Aerospace,3090,Bachelors
T8137167O,Gerald Eason,Aerospace,3277,Post-grad
S3847168M,Charles Alford,Healthcare,6444,Bachelors
S7221389G,Norman Smith,Agricultural,4088,PhD
F2743952F,William Loeza,Engineering,5367,Post-grad
G7619118G,Evelyn Snyder,Aerospace,4060,Post-grad
S1696955R,Jose Angulo,Healthcare,13057,Bachelors
F6595134T,Leonard Treaster,Aerospace,4305,PhD
S4661779W,Kimberly Bailey,Aerospace,5101,Bachelors
S4981434Z,Christine Reeves,Healthcare,8053,Non-degree
G2888485M,Lisa Sledge,Aerospace,5204,Non-degree
S8584623D,Stefan Moon,Agricultural,7150,Post-grad
F6683193R,Ngoc Harrison,Aerospace,5791,PhD
G1790722I,Adrienne Chu,Aerospace,3535,Post-grad
S9657275X,Judy Helms,Healthcare,3165,Masters
S9977490D,Troy Littleton,Agricultural,3074,Masters
T8188986Y,Anthony Monro,Healthcare,10243,Post-grad
S0274726Q,Jeremiah Fischer,Agricultural,10873,Masters
S3039056F,Valarie Coy,Aerospace,8595,Post-grad
T1237162M,Paul Chapman,Agricultural,7921,Post-grad
G6043074A,Ronald Grooms,Aerospace,4333,Bachelors
T9602032V,Linda Keim,Healthcare,7748,Post-grad
T9051798B,John Gregg,Healthcare,4497,Masters
G2149808I,April Jones,Aerospace,9082,Masters
S8408043U,Kenneth Daly,Agricultural,5736,Bachelors
S4772317Q,Lee Hawkins,Engineering,8870,Non-degree
T7864567U,Robert Gutierrez,Healthcare,10192,PhD
G5333479H,Zona Adams,Aerospace,4785,Non-degree
S9387728Z,Shirley Sims,Healthcare,3174,Post-grad
T8375370Q,Mary Lawrence,Agricultural,5064,Masters
T8190073J,Sandra Benson,Healthcare,5609,Bachelors
S0356796L,Robert Light,Engineering,3601,Non-degree
S8646135H,Elizabeth Giron,Agricultural,4886,PhD
T7184767K,Geneva Chung,Aerospace,6115,PhD
S9185712V,Florencio Olson,Agricultural,5393,Masters
F7333527L,Elaine Estrada,Aerospace,6119,PhD
G2670938Q,Karen Snider,Healthcare,5186,Masters
T2308558J,Margaret Hollyday,Agricultural,3466,Non-degree
S7374608M,Matthew Benham,Aerospace,10340,Bachelors
G9477055S,Kenneth Collins,Healthcare,9509,Non-degree
G6020176R,Doris Puterbaugh,Aerospace,3600,Non-degree
F9877900K,Francis Whaley,Aerospace,5947,Post-grad
S5872826A,Willa Coleman,Agricultural,3644,Bachelors
S8233933Z,Judy Cronin,Aerospace,8213,Bachelors
G4964888F,Judy Battee,Engineering,7158,Post-grad
F3475556X,Jessica Kelly,Engineering,3657,Masters
S5786174U,Jack Phung,Aerospace,5623,Masters
T2724752W,Nellie Kinsler,Agricultural,3533,Post-grad
F7432795F,Anthony Wallace,Agricultural,3096,Non-degree
F6732645F,Maria Middaugh,Healthcare,3120,Masters
S0639182X,Michael Williams,Healthcare,3785,Masters
F5486311V,Sean Lee,Healthcare,8070,Masters
F2951690W,Eric Sumpter,Agricultural,4816,Post-grad
F8551912I,Agatha Martin,Healthcare,3941,Bachelors
F1097513Q,Walter Corbin,Aerospace,9437,Bachelors
G7557994L,Charles Sales,Agricultural,13008,Non-degree
F7523864C,Ruby Lombard,Aerospace,3586,Masters
T7551911E,Darlene Damewood,Agricultural,5167,Non-degree
G2358155X,Ryan Sharr,Agricultural,7291,Non-degree
F6732967U,Thomas Mcgaughey,Healthcare,6096,Bachelors
T9852093Y,Mandi Burton,Healthcare,8114,Non-degree
S5454336S,Charlotte Campbell,Aerospace,3619,Post-grad
G9732062E,Jeanne States,Agricultural,6285,Post-grad
F8287170S,Kenneth Hunt,Healthcare,8008,Post-grad
T8340464C,Reginald Lively,Engineering,9536,Non-degree
G4502519V,Margret Yates,Agricultural,3639,Masters
S3979651U,Mary Pecoraro,Aerospace,4072,Bachelors
F7216554J,Hannelore Robel,Aerospace,5170,Non-degree
